id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_lua_id	pr_model_id	pr_pool_id
216479_at	-666	-666	-666	100131205///6144///641293	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216487_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216490_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216495_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216496_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216497_at	-666	-666	-666	144983///3178///642817///664709///664721	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216498_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216499_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216500_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216505_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216508_x_at	-666	-666	-666	140690///3146	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216510_x_at	-666	-666	-666	28396///28442///3493///3500///3507	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216514_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216515_x_at	-666	-666	-666	100302285///100422872///100422885///150928///5757	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216516_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216518_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216524_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216527_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216528_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216529_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216530_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216532_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216534_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216538_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216541_x_at	-666	-666	-666	100133862///3500///3507	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216542_x_at	-666	-666	-666	3493///3500///3507	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216545_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216547_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216553_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216554_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216556_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216557_x_at	-666	-666	-666	100291917///28396///28424///3493///3495///3500///3502///3507	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216558_x_at	-666	-666	-666	100510678///28396///3493///3495///3500///3501///3502///3507	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216559_x_at	-666	-666	-666	144983///3178///664709///728643	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216561_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216562_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216564_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216565_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216566_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216567_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216568_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216569_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216570_x_at	-666	-666	-666	100510735///6159	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216571_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216573_at	-666	-666	-666	28823///28825	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216574_s_at	-666	-666	-666	6120///729020	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216575_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216576_x_at	-666	-666	-666	3514///50802///652493///652694	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216577_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216578_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216581_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216583_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216584_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216585_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216586_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216589_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216597_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216612_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216613_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216614_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216616_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216618_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216621_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216625_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216626_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216628_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216630_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216631_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216635_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216636_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216637_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216642_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216643_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216644_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216645_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216650_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216655_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216656_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216658_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216664_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216666_at	-666	-666	-666	100124692///93432	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216667_at	-666	-666	-666	6036///643332	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216668_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216669_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216673_at	-666	-666	-666	100101116///50858	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216675_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216681_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216683_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216688_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216691_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216692_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216694_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216698_x_at	-666	-666	-666	26636///391632	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216702_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216703_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216704_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216706_x_at	-666	-666	-666	100293559///3500///642131///8935	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216707_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216708_x_at	-666	-666	-666	100287927	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216709_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216715_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216719_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216723_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216728_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216730_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216731_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216732_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216735_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216736_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216737_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216738_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216739_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216740_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216741_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216742_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216743_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216744_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216745_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216746_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216749_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216751_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216753_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216756_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216757_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216758_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216761_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216764_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216766_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216767_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216769_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216770_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216771_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216772_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216773_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216774_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216776_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216777_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216780_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216782_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216783_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216784_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216785_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216787_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216788_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216789_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216790_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216791_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216792_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216793_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216794_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216795_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216796_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216797_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216798_at	-666	-666	-666	6050///84200	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216799_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216800_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216801_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216802_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216805_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216806_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216811_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216812_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216813_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216814_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216815_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216816_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216819_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216820_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216822_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216824_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216826_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216827_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216828_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216829_at	-666	-666	-666	3514///50802///652493///652694	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216830_at	-666	-666	-666	100508624	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216842_x_at	-666	-666	-666	159163///378948///378949///378950///378951///5940	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216846_at	-666	-666	-666	100290481///28797///28814	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216847_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216848_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216849_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216851_at	-666	-666	-666	100287927	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216856_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216858_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216859_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216861_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216864_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216868_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216871_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216890_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216891_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216902_s_at	-666	-666	-666	54700///653390///730092	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216907_x_at	-666	-666	-666	3811///3812///727787	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216920_s_at	-666	-666	-666	445347///6967	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216922_x_at	-666	-666	-666	1617///57054///57055///57135	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216931_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216932_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216934_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216936_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216940_x_at	-666	-666	-666	4904///646531	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216943_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216948_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216950_s_at	-666	-666	-666	100132417///2209	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216974_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216978_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216982_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217000_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217012_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217018_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217019_at	-666	-666	-666	391777///6191	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217022_s_at	-666	-666	-666	100126583///3493///3494	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217023_x_at	-666	-666	-666	64499///7177	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217029_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217030_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217032_at	-666	-666	-666	200350///2298	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217034_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217035_at	-666	-666	-666	100293559	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217036_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217037_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217038_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217048_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217051_s_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217052_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217054_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217055_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217060_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217068_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217083_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217084_at	-666	-666	-666	28396///28442///3493///3500///3507	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217085_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217090_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217091_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217102_at	-666	-666	-666	100287076	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217105_at	-666	-666	-666	100287076	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217107_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217108_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217114_at	-666	-666	-666	652147	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217115_at	-666	-666	-666	100240726	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217125_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217126_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217129_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217130_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217131_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217132_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217135_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217137_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217138_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217142_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217145_at	-666	-666	-666	3514///50802///652694	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217146_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217148_x_at	-666	-666	-666	-666	-666	-666	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
